game_id
date
id_home
team_home
id_away
team_away
score_home
score_away
result
minutes_home
goals_home
assists_home
pens_made_home
pens_att_home
shots_total_home
shots_on_target_home
cards_yellow_home
cards_red_home
touches_home
pressures_home
tackles_home
interceptions_home
blocks_home
xg_home
npxg_home
xa_home
sca_home
gca_home
passes_completed_home
passes_home
passes_pct_home
progressive_passes_home
carries_home
progressive_carries_home
dribbles_completed_home
dribbles_home
assisted_shots_home
crosses_into_penalty_area_home
passes_completed_long_home
passes_completed_medium_home
passes_completed_short_home
passes_into_final_third_home
passes_into_penalty_area_home
passes_long_home
passes_medium_home
passes_pct_long_home
passes_pct_medium_home
passes_pct_short_home
passes_progressive_distance_home
passes_short_home
passes_total_distance_home
corner_kicks_home
corner_kicks_in_home
corner_kicks_out_home
corner_kicks_straight_home
crosses_home
passes_blocked_home
passes_dead_home
passes_free_kicks_home
passes_ground_home
passes_head_home
passes_high_home
passes_intercepted_home
passes_left_foot_home
passes_live_home
passes_low_home
passes_offsides_home
passes_oob_home
passes_other_body_home
passes_pressure_home
passes_right_foot_home
passes_switches_home
through_balls_home
throw_ins_home
blocked_passes_home
blocked_shots_home
blocked_shots_saves_home
clearances_home
dribble_tackles_home
dribble_tackles_pct_home
dribbled_past_home
dribbles_vs_home
errors_home
pressure_regain_pct_home
pressure_regains_home
pressures_att_3rd_home
pressures_def_3rd_home
pressures_mid_3rd_home
tackles_att_3rd_home
tackles_def_3rd_home
tackles_interceptions_home
tackles_mid_3rd_home
tackles_won_home
carries_into_final_third_home
carries_into_penalty_area_home
carry_distance_home
carry_progressive_distance_home
dispossessed_home
dribbles_completed_pct_home
miscontrols_home
nutmegs_home
pass_targets_home
passes_received_home
passes_received_pct_home
players_dribbled_past_home
progressive_passes_received_home
touches_att_3rd_home
touches_att_pen_area_home
touches_def_3rd_home
touches_def_pen_area_home
touches_live_ball_home
touches_mid_3rd_home
aerials_lost_home
aerials_won_home
aerials_won_pct_home
ball_recoveries_home
cards_yellow_red_home
fouled_home
fouls_home
offsides_home
own_goals_home
pens_conceded_home
pens_won_home
minutes_away
goals_away
assists_away
pens_made_away
pens_att_away
shots_total_away
shots_on_target_away
cards_yellow_away
cards_red_away
touches_away
pressures_away
tackles_away
interceptions_away
blocks_away
xg_away
npxg_away
xa_away
sca_away
gca_away
passes_completed_away
passes_away
passes_pct_away
progressive_passes_away
carries_away
progressive_carries_away
dribbles_completed_away
dribbles_away
assisted_shots_away
crosses_into_penalty_area_away
passes_completed_long_away
passes_completed_medium_away
passes_completed_short_away
passes_into_final_third_away
passes_into_penalty_area_away
passes_long_away
passes_medium_away
passes_pct_long_away
passes_pct_medium_away
passes_pct_short_away
passes_progressive_distance_away
passes_short_away
passes_total_distance_away
corner_kicks_away
corner_kicks_in_away
corner_kicks_out_away
corner_kicks_straight_away
crosses_away
passes_blocked_away
passes_dead_away
passes_free_kicks_away
passes_ground_away
passes_head_away
passes_high_away
passes_intercepted_away
passes_left_foot_away
passes_live_away
passes_low_away
passes_offsides_away
passes_oob_away
passes_other_body_away
passes_pressure_away
passes_right_foot_away
passes_switches_away
through_balls_away
throw_ins_away
blocked_passes_away
blocked_shots_away
blocked_shots_saves_away
clearances_away
dribble_tackles_away
dribble_tackles_pct_away
dribbled_past_away
dribbles_vs_away
errors_away
pressure_regain_pct_away
pressure_regains_away
pressures_att_3rd_away
pressures_def_3rd_away
pressures_mid_3rd_away
tackles_att_3rd_away
tackles_def_3rd_away
tackles_interceptions_away
tackles_mid_3rd_away
tackles_won_away
carries_into_final_third_away
carries_into_penalty_area_away
carry_distance_away
carry_progressive_distance_away
dispossessed_away
dribbles_completed_pct_away
miscontrols_away
nutmegs_away
pass_targets_away
passes_received_away
passes_received_pct_away
players_dribbled_past_away
progressive_passes_received_away
touches_att_3rd_away
touches_att_pen_area_away
touches_def_3rd_away
touches_def_pen_area_away
touches_live_ball_away
touches_mid_3rd_away
aerials_lost_away
aerials_won_away
aerials_won_pct_away
ball_recoveries_away
cards_yellow_red_away
fouled_away
fouls_away
offsides_away
own_goals_away
pens_conceded_away
pens_won_away
